text,cleaned_text,predicted
"Inilah istiqomah yang kita lakukan, jadi kalau nak datang, datang atas nama berkhidmat, Alhamdulillah datang, tapi biarlah mengekalkan tradisi yang selama ini menjadi iklim yang diamalkan sekian masa dulu di sini",istiqomah laku nama khidmat alhamdulillah biar tradisi iklim amal sekian,Positive
Kadar Cukai Barangan dan Perkhidmatan (GST) negara sebanyak enam peratus merupakan kadar paling rendah berbanding kadar GST yang dikenakan negara lain,cukai khidmat gst atus rupa banding gst,Negative
"Apabila undi berpecah antara dua pakatan pembangkang, sudah tentu ia memberi kelebihan kepada BN",undi pecah pakat bangkang,Negative
Mereka anggap sebagai leceh nak terima laporan terutamanya apabila berlaku banyak kes misalnya kes ragut,anggap leceh terima lapor laku ragut,Negative
"Kalau sampai 19 April 2018 masih tak ada apa-apa dibuat, maka soal berbangkit, apakah status mereka yang memegang jawatan dalam Umno pada waktu itu? ",bangkit status pegang jawat,Negative
Ini bukan senarai kita,senarai,Positive
"Kita satu Malaysia, bagaimana satu bangsa boleh jadi tuan dan bangsa lain pula kuli?",bangsa tuan bangsa kuli,Positive
"Walaupun pelbagai kempen dianjurkan sebelum ini, statistk kemalangan terus meningkat dengan purata 6,000 kematian direkodkan sepanjang 10 tahun lalu",kempen anjur statistk malang tingkat purata mati direkodkan,Negative
"Selalunya Nisha perasan mereka akan menjemput golongan tertentu sahaja,",nisha peras jemput golong,Positive
majikan mempunyai pilihan untuk menggunakan agensi seperti biasa,majikan pilih agens,Negative
Berita palsu seperti ini perlu dihentikan segera.,berita palsu henti,Negative
"Masalah terbesar di negara ini, selain kleptokrasi, adalah berita palsu",kleptokrasi berita palsu,Negative
"Malahan, saya dimaklumkan CMA ini adalah satu kaedah penurapan jalan baharu yang boleh mengurangkan keretakan, aluran selain kos penyelenggaraan yang menjimatkan untuk jangka masa panjang",maklum cma kaedah turap alur selenggara jimat jangka,Positive
Saya sendiri dah beritahu tidak akan bertanding,beritahu tanding,Negative
Masalah sebenar ialah keengganan DAP untuk menyokong Hadi sebagai perdana menteri,enggan dap sokong,Negative
"Pertama, guru-guru itu sudah mempunyai kediaman sendiri dan kebanyakannya mengajar di kawasan masing-masing, jadi mereka tak perlu kuarters itu",guru diam ajar kuarters,Positive
"Itu baru Bersih, belum program pro pembangkang.",bersih pro bangkang,Negative
Tepuk dada tanya selera.,tepuk dada selera,Positive
"Selain itu, majikan yang disenarai hitam juga membabitkan mereka yang terbabit dalam apa juga jenayah yang tidak memungkinkan mereka mengambil pekerja asing lagi, bukan hanya terhad kepada pembantu rumah",majikan senarai hitam babit babit jenayah ambil bantu,Negative
kami akan terus menjalankan tugas kami secara profesional,tugas profesional,Positive
BN sapu bersih 10 daripada 12 PRU,sapu bersih pru,Positive
"Selain 'Ini Kalilah', slogan '505, Tukar Kerajaan' juga berjaya menawan rakyat jelata terutama sekali dalam kalangan pengundi Cina",slogan tukar raja jaya tawan jelata kalang undi cina,Positive
Masyarakat Melayu masih tidak biasa dengan amalan kempen ala konfrontasi sebegitu,melayu amal kempen ala konfrontasi,Positive
Kami dapati tiada merit dalam rayuan itu,rit rayu,Positive
Sesi taklimat berkenaan Rang Undang-undang ini bersama Ahli Parlimen BN dan pembangkang juga akan diadakan dalam tempoh terdekat,taklimat rang undang ahli bangkang,Negative
"Sebagai pembangkang yang matang dan sejahtera, PAS akan menghadapi pilihan raya umum dan tidak menumbang kerajaan dari pintu belakang",bangkang matang sejahtera pas hadap pilih tumbang raja pintu,Negative
"Pelancaran Jentera BN Parlimen Jasin baru-baru ini, kita melihat kehadiran jentera ini begitu ramai dalam kalangan wanita, pemuda dan puteri.",pelancar jentera jasin lihat hadir jentera kalang pemuda puter,Positive
Saya cadangkan supaya anda bertanya kepada rakyat untuk mendapatkan perspektif mereka (rakyat) memandangkan mereka lebih tahu,cadang perspektif pandang,Positive
"Kini projek bernilai RM200,000 dikumpulkan menjadi projek besar dan diberikan kepada pihak konsesi",nila rm kumpul konsesi,Negative
Prestasi dan kejayaan PNB adalah satu kebanggaan kepada seluruh rakyat Malaysia.,jaya pnb bangga,Positive
Israel datang juga bukan kerana kerajaan Malaysia tetapi untuk menghadiri WUF.,israel rana raja hadir wuf,Positive
"Tribunal bukan sahaja mengendalikan kes gangguan seksual, tetapi berperanan memberi nasihat, cadangan serta laporan keberkesanan dari semasa ke semasa kepada kerajaan",tribunal kendali ganggu seksual peran nasihat cadang lapor kesan raja,Negative
"""Amankah Malaysia? Tentu sekali.",aman,Positive
"Justeru, prinsip kebebasan yang dijamin oleh demokrasi tidak seharusnya dilebarkan sehingga menikam mati demokrasi itu sendiri.",justeru prinsip bebas jamin demokrasi lebar tikam mati demokrasi,Positive
"Sepatutnya setiap cawangan dan bahagian bermesyuarat serta mengadakan pemilihan wakil ke AGM tetapi apa yang kami dapat tahu, setiap bahagian memilih lapan wakil daripada kepemimpinan tertinggi untuk ke AGM berkenaan",patut cawangan bermesyuarat pilih wakil agm pilih lap wakil pimpin agm,Positive
"Belum mendapat kuasa, sudah menunjukkan sikap kuku besi",sikap kuku besi,Negative
Amanah boleh memperjuangkan Islam kerana inspirasi kami juga adalah melalui pimpinan Allahyarham Tok Guru Nik Aziz dan Datuk Fadzil Noor,amanah juang rana inspirasi pimpin allahyarham tok guru nik aziz fadzil noor,Positive
"Tambahan lagi pada masa kini negara tidak menghadapi ancaman konvensional yang serius, sebaliknya kita menghadapi ancaman bukan konvensional seperti anti-keganasan dan pemeliharaan keselamagan di Timur Sabah",hadap ancam konvensional serius hadap ancam konvensional anti-keganasan pelihara keselamagan,Negative
Masyarakat Malaysia perlu mempunyai kesedaran tinggi terhadap golongan autisme supaya dapat membezakan karakter golongan itu dengan seorang individu normal.,dar hadap golong autisme membezakan karakter golong individu normal,Positive
"Saya rasa gembira dan perdana menteri juga amat gembira melihat keseluruhan projek MRT berjalan dengan lancar,",gembira gembira lihat mrt lancar,Positive
Rakan saya yang cadangkan,rak cadang,Positive
Kami sentiasa menyokong usaha memperkasa keusahawanan di kalangan usahawan wanita.,sentiasa sokong perkasa keusahawanan kalang usahawan,Negative
Kami berpendapat laporan seperti itu tidak beretika dan perasaan keluarga serta orang tersayang dalam penerbangan MH370 itu perlu dihormati,lapor etika asa keluarga sayang hormat,Negative
Susahlah kalau kabinet tidak mencerminkan ke-Malaysiaan negara ini,susah kabinet cermin ke-malaysiaan,Negative
"SPR menyeru agar setiap calon atau parti politik yang bertanding supaya tidak berkempen dengan cara yang boleh menimbulkan hasutan, permusuhan, mengembangkan perasaan jahat dan sebagainya",spr seru calon tanding berkempen timbul hasut musuh kembang asa jahat,Negative
"Saya ada tanya mengenai sumber kewangan Jho Low, Riza Aziz yang dikatakan kerajaan Malaysia, harta mereka, perniagaan mereka tidak ada kaitan dengan 1MDB.",jho riza aziz raja harta kait mdb,Negative
"Dari dulu sampai la, lot ladang dan juga rumah peneroka belum lagi menjadi hak milik kami.",ladang teroka hak milik,Positive
"Sebelum ini, Pengerusi Harapan, Tun Dr Mahathir Mohamad nyatakan jika ada pihak berasa tidak puas hati, bermakna berjaya lah rundingan tu",harap mahathir mohamad nyata asa puas hati makna jaya runding,Negative
Saya juga meminta mereka membaiki rekahan dan juga memeriksa keadaan cerun dengan kerap,rekah periksa cerun kerap,Negative
"Prestasi BN ini tidak tertanding di negeri besar yang lain di Semenanjung seperti Selangor dan Perak, yang ditembusi oleh pembangkang dengan berkesan seawal 1969",tanding semenanjung selangor perak tembus bangkang kesan,Negative
Bahang politik itu sememangnya dijangkakan dalam tempoh  tiga hingga empat bulan akan datang ini,bahang jangka,Negative
Indonesia perlu yakin negara ini merupakan sebuah negara yang berbeza dengan negara-negara lain,rupa buah berbeza,Negative
Bagaimanapun itu hanya nama yang diangkat dan keputusannya bergantung kepada PRU-14 selain dibuat pucuk pimpinan parti.,nama angkat putus gantung pru- pucuk pimpin,Negative
Rang Undang-undang ini digubal demi kepentingan masyarakat umum bagi melindungi rakyat daripada lambakan berita tidak benar serta menjadi mangsa kepada berita tidak benar.,rang undang gubal lindung lambak berita mangsa berita,Negative
menggalakan golongan muda menceburi pertanian dan cari cara menjana kekayaan baharu sektor agro makanan,menggala golong muda cebur tani cari menjana kaya agro makan,Positive
Duit itu kita beri semula kepada rakyat.,duit,Negative
"Saya boleh menang tapi kalau saya bertanding atas tiket parti, peluang nak menang lagi mudah, paling tidak majoriti tidak kurang 8,000 undi,",menang tanding tiket menang majoriti undi,Negative
"Oleh itu, kita tak mau ada orang bawa amalan politik benci sama sendiri, berdendam, bersangka buruk, tiada hala tuju dan celaru dalam masyarakat yang akhirnya berlaku perpecahan sesama kita dan permusuhan",bawa amal benci dendam sangka buruk hala tuju celaru laku pecah musuh,Negative
"Kami tidak membayar jumlah penuh pun yang dicadangkan oleh HSS Integrated Sdn Bhd, yang mana juga terlibat dengan projek ECRL",bayar penuh cadang hss integrated libat ecrl,Negative
Janganlah musnahkan semua itu hanya disebabkan mainan­ politik satu kelompok yang me­nghalalkan segala cara semata-mata mahu berkuasa.,musnah main kelompok me nghalalkan,Negative
"Sebenarnya, dalam dua tiga tahun ini, kita memang ada buat pemantauan, pegawai Kementerian Kesihatan pergi membeli cecair berkenaan dan membuat ujian di makmal",pantau pergi beli cecair uji makmal,Positive
Semua pemaju tahu,maju,Positive
"Ini bermakna selain mempunyai strategi yang tepat dan satu set dasar yang kondusif, sebagai satu destinasi, Malaysia mestilah bijak dan berterusan dalam strategi kita, dalam  kempen pemasaran kita serta merancang pendekatan kita di pasaran yang berbeza",makna strategi set kondusif destinasi mesti bijak strategi kempen pasar rancang pasar berbeza,Negative
"Asalkan anak pandai membaca dan mengira, cukup untuk kami yang tiada apa-apa (kerakyatan)",pandai baca ira,Positive
"Ini bukan masa sesuai, bukan lagi untuk kepentingan diri, lebih beri tumpuan kepada bos yang sepatutnya",sesuai tumpu bos patut,Positive
Ia mustahil untuk menang dalam PRU tanpa bertanding di bawah logo parti politik. ,mustahil menang pru tanding logo,Negative
"Justeru, kepercayaan itu perlu diterjemah kepada kerja keras untuk membantu masyarakat Cina.",justeru percaya terjemah keras bantu cina,Positive
"Semoga dengan adanya aset-aset baharu ini, PGU mampu menggalas tanggungjawab yang lebih besar dan memainkan peranan sebagai sebuah unit kepolisan udara bertaraf dunia.",moga aset pgu galas tanggungjawab main peran buah udara taraf,Negative
"sedikit sebanyak telah meningkatkan kos operasi stesen minyak,",tingkat stesen,Negative
Kami juga senada tentang potensi kemungkinan IS merekrut penyokong daripada kalangan pelarian dan mereka yang ditindas.,nada potensi rekrut sokong kalang lari tindas,Negative
"Tiada nelayan di semenanjung Malaysia yang berpendapatan dibawah RM500 sebulan, jika ada saya percaya mereka bukan nelayan sebenar yang berdaftar tetapi sebaliknya nelayan sambilan yang tidak menangkap ikan sepenuh masa",nelayan semenanjung rm percaya nelayan daftar nelayan tangkap ikan sepenuh,Positive
Ini satu lagi contoh bagaimana subsidi pendidikan disalurkan,contoh subsidi didik salur,Positive
"Tanpa tindakan undang-undang, maruah negara dan pemimpin akan terus tercemar",tindak undang maruah pimpin cemar,Negative
Kita minta pihak konsesi ini dimansuhkan,konsesi dimansuhkan,Negative
Saya minta mereka yang menjadi mangsa kepada pegawai terbabit membuat laporan kepada pihak JPJ bagi memudahkan mereka melakukan siasatan dan mengambil tindakan terhadap pegawai berkenaan,mangsa babit lapor jpj laku siasat ambil tindak hadap,Negative
"Tiap-tiap penyelidikan menunjukkan IS, pengganas paling ganas atas nama Islam, muncul dari doktrin Wahabisme",lidi ganas ganas nama muncul doktrin wahabisme,Negative
"Ketahuilah bahawa asas pendidikan di negara ini adalah pendidikan percuma dan kerajaan tetap meneruskannya sebagai inisiatif mendahulukan rakyat, melainkan sumbangan tertentu mengikut keperluan sekolah",didik didik raja inisiatif sumbang sekolah,Positive
Dalam kabinet (persekutuan) pun ramai menteri datangnya dari Sarawak,kabinet sekutu,Negative
"Jadi kena betulkan kenyataan yang dbuat oleh penulis ini, sebab boleh beri kesan pada Datuk Mufti",nyata dbuat tulis kesan mufti,Positive
Terdapat juga larangan sumbangan daripada syarikat atau badan korporat yang mendapat projek kerajaan,larang sumbang badan korporat raja,Negative
Kebanyakan laporan dibuat ejen penarik kenderaan yang dilantik institusi kewangan hanya selepas proses menarik kenderaan dijalankan bagi menyatakan kesahihan tindakan diambil mereka mengikut prosedur perundangan,lapor ejen tarik kenderaan lantik institusi tarik kenderaan nyata sahih tindak ambil prosedur undang,Negative
"Pada PRU14 ini juga, SPR akan mengundang pemerhati-pemerhati pilihan raya untuk meninjau ketelusan proses pilihan raya",pru spr undang perhati pilih tinjau telus pilih,Positive
"Kau ingat aku suka-suka masuk dalam ni, bukan main jauh lagi, pu**ek sungguh kamu semua ni.",suka masuk main pu ek sungguh,Positive
Tahap demokrasi Malaysia tidaklah teruk seperti didakwa sesetengah pihak yang mengatakan demokrasi negara ini mati,demokrasi teruk dakwa demokrasi mati,Negative
Ini janji saya bagi FELDA bahawa kita tetap akan telus dalam urus tadbir yang baik dalam FELDA kerana kita tidak mahu amalan kronisme atau nepotisme dihidupkan seperti pada masa dulu,janji felda telus tadbir felda rana amal kronisme nepotisme hidup,Positive
"Kalau sudah takdir dia jadi calon, terimalah dan beri sokongan padu kepada pemimpin Umno dan BN",takdir calon terima sokong padu pimpin,Positive
"Bagi saya senang sahaja, bagi orang yang tidak membuat cerita bohong atau berita palsu, mereka tidak perlu takut dengan undang-undang ini",senang cerita bohong berita palsu takut undang,Negative
"Walaupun wujud begitu banyak kebimbangan dalam diri saya, tetapi saya yakin bahawa menyertai Bersatu ini adalah satu perkara yang perlu saya lakukan sekarang.",wujud bimbang laku,Negative
Ia menyebabkan pakatan pembangkang menggunakan simbol PKR kali ini. Namun menerima bantahan daripada ahli DAP dan PKR sendiri.,pakat bangkang simbol pkr terima bantah ahli dap pkr,Negative
"Setelah lengkap, siasatan akan dikemukakan di Jabatan Peguam Negara untuk tindakan selanjutnya",lengkap siasat muka jabat peguam tindak,Negative
"Kalau nak buat anggaran BN akan kalah, bagi saya tunggulah pilihanraya nanti",anggar kalah tunggu pilihanraya,Negative
Kami merayu kerajaan supaya tidak menjalankan pembalakan.,rayu raja bala,Negative
"Malah, bukan media sosial yang akan menentukan kemenangan pilihan raya nanti",sosial menang pilih,Positive
"Bersatu masih menanti panggilan ROS, dan kami bersedia dan akur dengan cadangan yang bakal dikemukakan ROS jika terdapat sebarang masalah",panggil ros sedia akur cadang muka ros,Positive
Saya perlu berlaku benar pada diri saya dan 11 nyawa yang meninggal dunia,laku nyawa tinggal,Negative
Kita tidak mahu ada andaian… bila sudah cukup bukti kita akan ambil tindakan sewajarnya,andai bukti ambil tindak wajar,Positive
Pihak kami akan menaja pendidikan mereka sehingga peringkat tertinggi,taja didik,Positive
Orang boleh masuk ke negara ini,masuk,Negative
ni bermakna melalui KR1M 2.0 semua peruncit yang menjalankan kerjasama memasarkan produk KR1M 2.0 akan menggunakan jenama asal produk seperti Nestle dan sebagainya dan tidak lagi menggunakan jenama selain jenama asal itu,makna krm uncit pasar krm jenama nestle jenama jenama,Positive
